Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
William Lockwood,FLA,R,R,1998-06-20,Royal Oak,MI,USA,USA,72,178,2016,3,64,20202021,N,26,0,1,1
Mason Lohrei,BOS,L,D,2001-01-17,Baton Rouge,LA,USA,USA,77,211,2020,2,58,20232024,N,41,4,9,13
Ryan Lomberg,FLA,L,L,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20172018,N,75,5,2,7
Steven Lorentz,FLA,L,C,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,38,1,2,3
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,81,12,23,35
Jacob Lucchini,MIN,L,C,1995-05-09,Trail,BC,CAN,CAN,72,180,--,--,--,20222023,N,40,2,3,5
John Ludvig,PIT,L,D,2000-08-02,Liberec,--,CZE,CZE,73,213,2019,3,69,20232024,N,33,3,2,5
Anton Lundell,FLA,L,C,2001-10-03,Espoo,--,FIN,FIN,73,190,2020,1,12,20212022,N,78,13,22,35
Isac Lundestrom,ANA,L,C,1999-11-06,Gallivare,--,SWE,SWE,72,193,2018,1,23,20182019,N,46,5,6,11
Nils Lundkvist,DAL,R,D,2000-07-27,Pitea,--,SWE,SWE,73,190,2018,1,28,20212022,N,59,2,17,19
Eetu Luostarinen,FLA,L,C,1998-09-02,Siilinjarvi,--,FIN,FIN,75,190,2017,2,42,20192020,N,82,12,15,27
Olle Lycksell,PHI,L,R,1999-08-24,Oskarshamn,--,SWE,SWE,70,163,2017,6,168,20222023,N,18,1,4,5
Ilya Lyubushkin,TOR,R,D,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20182019,N,74,0,8,8
Olli Maatta,DET,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,72,4,14,18
Matias Maccelli,ARI,L,L,2000-10-14,Turku,--,FIN,FIN,71,176,2019,4,98,20212022,N,82,17,40,57
Kurtis MacDermid,NJD,L,L,1994-03-25,Quebec City,QC,CAN,CAN,77,233,--,--,--,20172018,N,45,2,1,3
Jacob MacDonald,SJS,L,D,1993-02-26,Portland,OR,USA,USA,72,204,--,--,--,20182019,N,34,7,2,9
Zack MacEwen,OTT,R,R,1996-07-08,Charlottetown,PE,CAN,CAN,76,240,--,--,--,20182019,N,30,2,1,3
Nathan MacKinnon,COL,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,82,51,89,140
Kyle MacLean,NYI,L,C,1999-04-29,Livingston,NJ,USA,USA,73,190,--,--,--,20232024,N,32,4,5,9
Josh Mahura,FLA,L,D,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20182019,N,30,0,9,9
Cale Makar,COL,R,D,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20192020,N,77,21,69,90
James Malatesta,CBJ,L,L,2003-05-31,Montréal,QC,CAN,CAN,69,191,2021,5,133,20232024,N,11,2,2,4
Beck Malenstyn,WSH,L,L,1998-02-04,Delta,BC,CAN,CAN,75,200,2016,5,145,20192020,N,81,6,15,21
Sam Malinski,COL,R,D,1998-07-27,Lakeville,MN,USA,USA,71,190,--,--,--,20232024,N,23,3,7,10
Evgeni Malkin,PIT,L,C,1986-07-31,Magnitogorsk,--,RUS,RUS,75,195,2004,1,2,20062007,N,82,27,40,67
Andrew Mangiapane,CGY,L,L,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,6,166,20172018,N,75,14,26,40
Josh Manson,COL,R,D,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20142015,N,76,8,17,25
Anthony Mantha,VGK,L,R,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20152016,N,74,23,21,44
Brad Marchand,BOS,L,L,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,3,71,20092010,N,82,29,38,67
Kirill Marchenko,CBJ,R,R,2000-07-21,Barnaul,--,RUS,RUS,75,195,2018,2,49,20222023,N,78,23,19,42
Jonathan Marchessault,VGK,R,R,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20122013,N,82,42,27,69
Mason Marchment,DAL,L,L,1995-06-18,Uxbridge,ON,CAN,CAN,77,216,--,--,--,20192020,N,81,22,31,53
John Marino,NJD,R,D,1997-05-21,North Easton,MA,USA,USA,73,181,2015,6,154,20192020,N,75,4,21,25
Mitch Marner,TOR,R,R,1997-05-05,Markham,ON,CAN,CAN,72,180,2015,1,4,20162017,N,69,26,59,85
Pat Maroon,BOS,L,L,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20112012,N,51,4,12,16
Matt Martin,NYI,L,L,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20092010,N,57,4,4,8
Alec Martinez,VGK,L,D,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20092010,N,55,4,13,17
Jordan Martinook,CAR,L,L,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,2,58,20142015,N,82,14,18,32
Mike Matheson,MTL,L,D,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,196,2012,1,23,20152016,N,82,11,51,62
Auston Matthews,TOR,L,C,1997-09-17,San Ramon,CA,USA,USA,75,215,2016,1,1,20162017,N,81,69,38,107
Scott Mayfield,NYI,R,D,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,2,34,20132014,N,41,0,5,5
Charlie McAvoy,BOS,R,D,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,1,14,20172018,N,74,12,35,47
Jack McBain,ARI,L,C,2000-01-06,Toronto,ON,CAN,CAN,75,201,2018,3,63,20212022,N,67,8,18,26
Jake McCabe,TOR,L,D,1993-10-12,Eau Claire,WI,USA,USA,73,211,2012,2,44,20132014,N,73,8,20,28
Jared McCann,SEA,L,L,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20152016,N,80,29,33,62
Michael McCarron,NSH,R,R,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20152016,N,70,12,10,22
Connor McDavid,EDM,L,C,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20152016,N,76,32,100,132
Ryan McDonagh,TBL,L,D,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,1,12,20102011,N,74,3,29,32
Brock McGinn,ANA,L,L,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,2,47,20152016,N,24,1,2,3
Michael McLeod,NJD,R,C,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,1,12,20182019,N,45,10,9,19
Ryan McLeod,EDM,L,C,1999-09-21,Mississauga,ON,CAN,CAN,75,188,2018,2,40,20202021,N,81,12,18,30
Bobby McMann,TOR,L,C,1996-06-15,Wainwright,AB,CAN,CAN,74,210,--,--,--,20222023,N,56,15,9,24
Connor McMichael,WSH,L,C,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,1,25,20202021,N,80,18,15,33
Brayden McNabb,VGK,L,D,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20112012,N,82,4,22,26
Mason McTavish,ANA,L,C,2003-01-30,Zurich,--,CHE,CAN,72,213,2021,1,3,20212022,N,64,19,23,42
Jaycob Megna,CHI,L,D,1992-12-10,Plantation,FL,USA,USA,78,220,2012,7,210,20162017,N,44,0,2,2
Timo Meier,NJD,L,R,1996-10-08,Herisau,--,CHE,CHE,73,220,2015,1,9,20162017,N,69,28,24,52
Dawson Mercer,NJD,R,C,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,1,18,20212022,N,82,20,13,33
Waltteri Merela,TBL,R,C,1998-07-06,Ylojarvi,--,FIN,FIN,75,210,--,--,--,20232024,N,19,1,0,1
Dakota Mermis,MIN,L,D,1994-01-05,Alton,IL,USA,USA,72,195,--,--,--,20172018,N,47,3,5,8
Jon Merrill,MIN,L,D,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,2,38,20132014,N,65,4,7,11
Carson Meyer,CBJ,R,R,1997-08-18,Powell,OH,USA,USA,71,184,2017,6,179,20212022,N,14,1,1,2
Ben Meyers,ANA,L,C,1998-11-15,Delano,MN,USA,USA,71,194,--,--,--,20212022,N,23,1,2,3
Jake Middleton,MIN,L,D,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,7,210,20182019,N,80,7,18,25
Ilya Mikheyev,VAN,L,R,1994-10-10,Omsk,--,RUS,RUS,74,192,--,--,--,20192020,N,78,11,20,31
Niko Mikkola,FLA,L,D,1996-04-27,Kiiminki,--,FIN,FIN,77,206,2015,5,127,20192020,N,82,3,14,17
Sonny Milano,WSH,L,L,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,1,16,20152016,N,49,15,8,23
Colin Miller,WPG,R,D,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,5,151,20152016,N,46,4,5,9
J.T. Miller,VAN,L,C,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20122013,N,81,37,66,103
K'Andre Miller,NYR,L,D,2000-01-21,St. Paul,MN,USA,USA,77,210,2018,1,22,20202021,N,80,8,22,30
Pavel Mintyukov,ANA,L,D,2003-11-25,Moscow,--,RUS,RUS,73,195,2022,1,10,20232024,N,63,4,24,28
Daniil Miromanov,CGY,R,D,1997-07-11,Moscow,--,RUS,RUS,76,207,--,--,--,20212022,N,24,3,4,7
Ivan Miroshnichenko,WSH,R,L,2004-02-04,Ussuriysk,--,RUS,RUS,73,185,2022,1,20,20232024,N,21,2,4,6
Ian Mitchell,BOS,R,D,1999-01-18,St. Albert,AB,CAN,CAN,72,192,2017,2,57,20202021,N,13,0,2,2
Casey Mittelstadt,COL,L,C,1998-11-22,Eden Prairie,MN,USA,USA,73,195,2017,1,8,20172018,N,80,18,39,57
Sean Monahan,WPG,L,C,1994-10-12,Brampton,ON,CAN,CAN,74,202,2013,1,6,20132014,N,83,26,33,59
Brandon Montour,FLA,R,D,1994-04-11,Brantford,ON,CAN,CAN,72,199,2014,2,55,20162017,N,66,8,25,33
Trevor Moore,LAK,L,L,1995-03-31,Thousand Oaks,CA,USA,USA,71,195,--,--,--,20182019,N,82,31,26,57
Josh Morrissey,WPG,L,D,1995-03-28,Calgary,AB,CAN,CAN,72,195,2013,1,13,20152016,N,81,10,59,69
J.J. Moser,ARI,L,D,2000-06-06,Biel,--,CHE,CHE,73,173,2021,2,60,20212022,N,80,5,21,26
Tyler Motte,TBL,L,C,1995-03-10,St. Clair,MI,USA,USA,70,194,2013,4,121,20162017,N,69,6,3,9
Jacob Moverare,LAK,L,D,1998-08-31,Ostersund,--,SWE,SWE,75,210,2016,4,112,20212022,N,24,1,0,1
Connor Murphy,CHI,R,D,1993-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,20132014,N,46,2,6,8
Tyler Myers,VAN,R,D,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,77,5,24,29
Vladislav Namestnikov,WPG,L,C,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20132014,N,78,11,26,37
Martin Necas,CAR,R,C,1999-01-15,Nove Mesto na Morave,--,CZE,CZE,74,189,2017,1,12,20172018,N,77,24,29,53
Jake Neighbours,STL,L,L,2002-03-29,Calgary,AB,CAN,CAN,72,201,2020,1,26,20212022,N,77,27,11,38
Brock Nelson,NYI,L,C,1991-10-15,Warroad,MN,USA,USA,76,210,2010,1,30,20132014,N,82,34,35,69
Simon Nemec,NJD,R,D,2004-02-15,Liptovský Mikulá_x001a_,--,SVK,SVK,73,190,2022,1,2,20232024,N,60,3,16,19
Alex Newhook,MTL,L,C,2001-01-28,St. John's,NL,CAN,CAN,71,199,2019,1,16,20202021,N,55,15,19,34
Valeri Nichushkin,COL,L,R,1995-03-04,Chelyabinsk,--,RUS,RUS,76,210,2013,1,10,20132014,N,54,28,25,53
Nino Niederreiter,WPG,L,R,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20102011,N,77,18,16,34
Matt Nieto,PIT,L,L,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,2,47,20132014,N,22,1,3,4
Stefan Noesen,CAR,R,R,1993-02-12,Plano,TX,USA,USA,73,205,2011,1,21,20142015,N,81,14,23,37
Josh Norris,OTT,L,C,1999-05-05,Oxford,MI,USA,USA,74,195,2017,1,19,20192020,N,50,16,14,30
Tomas Nosek,NJD,L,L,1992-09-01,Pardubice,--,CZE,CZE,75,205,--,--,--,20152016,N,36,2,4,6
Tommy Novak,NSH,L,C,1997-04-28,St. Paul,MN,USA,USA,73,179,2015,3,85,20212022,N,71,18,27,45
Ryan Nugent-Hopkins,EDM,L,C,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20112012,N,80,18,49,67
Darnell Nurse,EDM,L,D,1995-02-04,Hamilton,ON,CAN,CAN,76,215,2013,1,7,20142015,N,81,10,22,32
Alex Nylander,CBJ,R,L,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,1,8,20162017,N,28,11,4,15
William Nylander,TOR,R,R,1996-05-01,Calgary,AB,CAN,SWE,72,202,2014,1,8,20152016,N,82,40,58,98
Gustav Nyquist,NSH,L,C,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,81,23,52,75
Liam O'Brien,ARI,L,C,1994-07-29,Halifax,NS,CAN,CAN,73,213,--,--,--,20142015,N,75,5,9,14
Drew O'Connor,PIT,L,L,1998-06-09,Chatham,NJ,USA,USA,75,200,--,--,--,20202021,N,79,16,17,33
Logan O'Connor,COL,R,R,1996-08-14,Missouri City,TX,USA,USA,72,175,--,--,--,20182019,N,57,13,12,25
Ryan O'Reilly,NSH,L,C,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,82,26,43,69
Jordan Oesterle,CGY,L,D,1992-06-25,Dearborn Heights,MI,USA,USA,72,187,--,--,--,20142015,N,22,0,2,2
Nikita Okhotiuk,CGY,L,D,2000-12-04,Chelyabinsk,--,RUS,RUS,73,195,2019,2,61,20212022,N,52,1,8,9
Kyle Okposo,FLA,R,R,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20072008,N,67,12,10,22
Jamie Oleksiak,SEA,L,D,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,1,14,20122013,N,82,2,13,15
Mathieu Olivier,CBJ,R,R,1997-02-11,Biloxi,MS,USA,USA,73,222,--,--,--,20192020,N,54,5,7,12
Fredrik Olofsson,COL,L,L,1996-05-27,Helsingborg,--,SWE,SWE,74,190,2014,4,98,20222023,N,57,3,6,9
Victor Olofsson,BUF,L,L,1995-07-18,Ornskoldsvik,--,SWE,SWE,71,182,2014,7,181,20182019,N,51,7,8,15
Dmitry Orlov,CAR,L,D,1991-07-23,Novokuznetsk,--,RUS,RUS,71,214,2009,2,55,20112012,N,82,6,20,26
T.J. Oshie,WSH,R,R,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,52,12,13,25
Alex Ovechkin,WSH,R,L,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20052006,N,79,31,34,65
Brayden Pachal,CGY,R,D,1999-08-23,Estevan,SK,CAN,CAN,74,202,--,--,--,20212022,N,50,2,5,7
Max Pacioretty,WSH,L,L,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20082009,N,47,4,19,23
Jean-Gabriel Pageau,NYI,R,C,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,4,96,20122013,N,82,11,22,33
Ondrej Palat,NJD,L,L,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20122013,N,71,11,20,31
Kyle Palmieri,NYI,R,C,1991-02-01,Smithtown,NY,USA,USA,71,196,2009,1,26,20102011,N,82,30,24,54
Artemi Panarin,NYR,R,L,1991-10-30,Korkino,--,RUS,RUS,72,175,--,--,--,20152016,N,82,49,71,120
Colton Parayko,STL,R,D,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,82,10,16,26
Zach Parise,COL,L,L,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,30,5,5,10
Juuso Parssinen,NSH,L,C,2001-02-01,Hameenlinna,--,FIN,FIN,75,212,2019,7,210,20222023,N,44,8,4,12
David Pastrnak,BOS,R,R,1996-05-25,Havirov,--,CZE,CZE,72,196,2014,1,25,20142015,N,82,47,63,110
Nicholas Paul,TBL,L,L,1995-03-20,Mississauga,ON,CAN,CAN,75,229,2013,4,101,20152016,N,82,24,22,46
Joe Pavelski,DAL,R,C,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,82,27,40,67
Tanner Pearson,MTL,L,L,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20132014,N,54,5,8,13
Andrew Peeke,BOS,R,D,1998-03-17,Parkland,FL,USA,USA,75,214,2016,2,34,20192020,N,38,1,9,10
Adam Pelech,NYI,L,D,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20152016,N,58,1,15,16
Jakob Pelletier,CGY,L,L,2001-03-07,Québec,QC,CAN,CAN,69,170,2019,1,26,20222023,N,13,1,2,3
Nick Perbix,TBL,R,D,1998-06-15,Elk River,MN,USA,USA,75,202,2017,6,169,20222023,N,77,2,22,24
Cole Perfetti,WPG,L,C,2002-01-01,Whitby,ON,CAN,CAN,71,185,2020,1,10,20212022,N,71,19,19,38
David Perron,DET,R,L,1988-05-28,Sherbrooke,QC,CAN,CAN,72,195,2007,1,26,20072008,N,76,17,30,47
Corey Perry,EDM,R,R,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,54,12,10,22
Scott Perunovich,STL,L,D,1998-08-18,Hibbing,MN,USA,USA,70,175,2018,2,45,20212022,N,54,0,17,17
Brett Pesce,CAR,R,D,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,70,3,10,13
JJ Peterka,BUF,L,R,2002-01-14,Munich,--,DEU,DEU,72,189,2020,2,34,20212022,N,82,28,22,50
Jeff Petry,DET,R,D,1987-12-09,Ann Arbor,MI,USA,USA,75,208,2006,2,45,20102011,N,73,3,21,24
Elias Pettersson,VAN,L,C,1998-11-12,Sundsvall,--,SWE,SWE,74,176,2017,1,5,20182019,N,82,34,55,89
Marcus Pettersson,PIT,L,D,1996-05-08,Skelleftea,--,SWE,SWE,75,177,2014,2,38,20172018,N,82,4,26,30
Michael Pezzetta,MTL,L,L,1998-03-13,Toronto,ON,CAN,CAN,73,217,2016,6,160,20212022,N,61,3,9,12
Isaak Phillips,CHI,L,D,2001-09-28,Barrie,ON,CAN,CAN,75,205,2020,5,141,20212022,N,33,0,6,6
Matthew Phillips,WSH,R,R,1998-04-06,Calgary,AB,CAN,CAN,68,160,2016,6,166,20202021,N,31,1,4,5
Alex Pietrangelo,VGK,R,D,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20082009,N,64,4,29,33
Shane Pinto,OTT,R,C,2000-11-12,Franklin Square,NY,USA,USA,75,201,2019,2,32,20202021,N,41,9,18,27
Neal Pionk,WPG,R,D,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20172018,N,82,5,28,33
Tyler Pitlick,NYR,R,C,1991-11-01,Minneapolis,MN,USA,USA,74,199,2010,2,31,20132014,N,34,1,3,4
Vasily Podkolzin,VAN,L,R,2001-06-24,Moscow,--,RUS,RUS,73,190,2019,1,10,20212022,N,19,0,2,2
Ryan Poehling,PHI,L,C,1999-01-03,Lakeville,MN,USA,USA,74,204,2017,1,25,20182019,N,77,11,17,28
Brayden Point,TBL,R,C,1996-03-13,Calgary,AB,CAN,CAN,70,178,2014,3,79,20162017,N,81,46,44,90
Matthew Poitras,BOS,R,C,2004-03-10,Ajax,ON,CAN,CAN,71,180,2022,2,54,20232024,N,33,5,10,15
Martin Pospisil,CGY,L,C,1999-11-19,Zvolen,--,SVK,SVK,74,173,2018,4,105,20232024,N,63,8,16,24
Owen Power,BUF,L,D,2002-11-22,Mississauga,ON,CAN,CAN,78,221,2021,1,1,20212022,N,76,6,27,33
Aliaksei Protas,WSH,L,C,2001-01-06,Vitebsk,--,BLR,BLR,78,225,2019,3,91,20212022,N,78,6,23,29
Ivan Provorov,CBJ,L,D,1997-01-13,Yaroslavl,--,RUS,RUS,73,220,2015,1,7,20162017,N,82,5,27,32
Jesse Puljujarvi,PIT,R,R,1998-05-07,Alvkarleby,--,SWE,FIN,76,201,2016,1,4,20162017,N,22,3,1,4
Ryan Pulock,NYI,R,D,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,1,15,20152016,N,58,5,14,19
Valtteri Puustinen,PIT,R,R,1999-06-04,Kuopio,--,FIN,FIN,69,183,2019,7,203,20212022,N,52,5,15,20
Mikael Pyyhtia,CBJ,L,L,2001-12-17,Turku,--,FIN,FIN,72,166,2020,4,114,20222023,N,17,0,2,2
Jack Quinn,BUF,R,R,2001-09-19,Ottawa,ON,CAN,CAN,73,185,2020,1,8,20212022,N,27,9,10,19
Darren Raddysh,TBL,R,D,1996-02-28,Toronto,ON,CAN,CAN,73,195,--,--,--,20212022,N,82,6,27,33
Taylor Raddysh,CHI,R,R,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,2,58,20212022,N,73,5,9,14
Rickard Rakell,PIT,R,R,1993-05-05,Sundbyberg,--,SWE,SWE,73,195,2011,1,30,20122013,N,70,15,22,37
Mikko Rantanen,COL,L,R,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20152016,N,80,42,62,104
Michael Rasmussen,DET,L,C,1999-04-17,Surrey,BC,CAN,CAN,78,220,2017,1,9,20182019,N,75,13,20,33
Lucas Raymond,DET,R,L,2002-03-28,Gothenburg,--,SWE,SWE,71,188,2020,1,4,20212022,N,82,31,41,72
Ryan Reaves,TOR,R,R,1987-01-20,Winnipeg,MB,CAN,CAN,74,226,2005,5,156,20102011,N,49,4,2,6
Lukas Reichel,CHI,L,L,2002-05-17,Nürnberg,--,DEU,DEU,72,170,2020,1,17,20212022,N,65,5,11,16
Mike Reilly,NYI,L,D,1993-07-13,Chicago,IL,USA,USA,73,196,2011,4,98,20152016,N,61,6,18,24
Sam Reinhart,FLA,R,C,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,1,2,20142015,N,82,57,37,94
Matt Rempe,NYR,R,C,2002-06-29,Calgary,AB,CAN,CAN,79,241,2020,6,165,20232024,N,17,1,1,2
Morgan Rielly,TOR,L,D,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20132014,N,72,7,51,58
Rasmus Ristolainen,PHI,R,D,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,31,1,3,4
Jason Robertson,DAL,L,L,1999-07-22,Arcadia,CA,USA,USA,75,202,2017,2,39,20192020,N,82,29,51,80
Nicholas Robertson,TOR,L,L,2001-09-11,Pasadena,CA,USA,USA,69,178,2019,2,53,20202021,N,56,14,13,27
Eric Robinson,BUF,L,L,1995-06-14,Bellmawr,NJ,USA,USA,74,211,--,--,--,20172018,N,47,3,7,10
Evan Rodrigues,FLA,R,C,1993-07-28,Toronto,ON,CAN,CAN,71,175,--,--,--,20152016,N,80,12,27,39
Alexander Romanov,NYI,L,D,2000-01-06,Moscow,--,RUS,RUS,73,215,2018,2,38,20202021,N,81,7,15,22
Jonas Rondbjerg,VGK,L,R,1999-03-31,Horsholm,--,DNK,DNK,74,202,2017,3,65,20212022,N,20,1,2,3
Kevin Rooney,CGY,L,C,1993-05-21,Canton,MA,USA,USA,74,190,--,--,--,20162017,N,33,3,1,4
Jack Roslovic,NYR,R,C,1997-01-29,Columbus,OH,USA,USA,73,198,2015,1,25,20162017,N,59,9,22,31
Marco Rossi,MIN,L,C,2001-09-23,Feldkirch,--,AUT,AUT,69,182,2020,1,9,20212022,N,82,21,19,40
Lukas Rousek,BUF,L,R,1999-04-20,Ostrov Nad Ohri,--,CZE,CZE,71,171,2019,6,160,20222023,N,15,0,2,2
Joshua Roy,MTL,L,R,2003-08-06,Saint-Georges-De-Beauce,QC,CAN,CAN,72,192,2021,5,150,20232024,N,23,4,5,9
Matt Roy,LAK,R,D,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20182019,N,81,5,20,25
Nicolas Roy,VGK,R,C,1997-02-05,Amos,QC,CAN,CAN,76,202,2015,4,96,20172018,N,70,13,28,41
Chad Ruhwedel,NYR,R,D,1990-05-07,San Diego,CA,USA,USA,71,191,--,--,--,20122013,N,52,1,3,4
Bryan Rust,PIT,R,R,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,20142015,N,62,28,28,56
Jan Rutta,SJS,R,D,1990-07-29,Pisek,--,CZE,CZE,75,204,--,--,--,20172018,N,69,5,14,19
Adam Ruzicka,--,L,C,1999-05-11,Bratislava,--,SVK,SVK,76,215,2017,4,109,20202021,N,42,3,6,9
Derek Ryan,EDM,R,C,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20152016,N,70,5,7,12
Brandon Saad,STL,L,L,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,82,26,16,42
Dylan Samberg,WPG,L,D,1999-01-24,Saginaw,MN,USA,USA,76,216,2017,2,43,20212022,N,78,1,17,18
Mattias Samuelsson,BUF,L,D,2000-03-14,Philadelphia,PA,USA,USA,76,224,2018,2,32,20202021,N,41,1,6,7
Jake Sanderson,OTT,L,D,2002-07-08,Whitefish,MT,USA,USA,74,203,2020,1,5,20222023,N,79,10,28,38
Rasmus Sandin,WSH,L,D,2000-03-07,Uppsala,--,SWE,SWE,71,182,2018,1,29,20192020,N,68,3,20,23
Zachary Sanford,CHI,L,L,1994-11-09,Salem,MA,USA,USA,76,206,2013,2,61,20162017,N,29,0,6,6
Travis Sanheim,PHI,L,D,1996-03-29,Elkhorn,MB,CAN,CAN,76,222,2014,1,17,20172018,N,81,10,34,44
David Savard,MTL,R,D,1990-10-22,St-Hyacinthe,QC,CAN,CAN,73,238,2009,4,94,20112012,N,60,6,18,24
Marco Scandella,STL,L,D,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20102011,N,65,2,6,8
Mark Scheifele,WPG,R,C,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20112012,N,74,25,47,72
Brayden Schenn,STL,L,C,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20092010,N,82,20,26,46
Luke Schenn,NSH,R,D,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20082009,N,63,1,6,7
Nick Schmaltz,ARI,R,C,1996-02-23,Madison,WI,USA,USA,72,181,2014,1,20,20162017,N,79,22,39,61
Nate Schmidt,WPG,L,D,1991-07-16,St. Cloud,MN,USA,USA,72,192,--,--,--,20132014,N,63,2,12,14
Braden Schneider,NYR,R,D,2001-09-20,Prince Albert,SK,CAN,CAN,75,211,2020,1,19,20212022,N,82,5,14,19
Justin Schultz,SEA,R,D,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20122013,N,70,7,19,26
Jaden Schwartz,SEA,L,C,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20112012,N,62,13,17,30
Nick Seeler,PHI,L,D,1993-06-03,Eden Prairie,MN,USA,USA,75,197,2011,5,131,20172018,N,71,1,12,13
Tyler Seguin,DAL,R,C,1992-01-31,Brampton,ON,CAN,CAN,73,207,2010,1,2,20102011,N,68,25,27,52
Moritz Seider,DET,R,D,2001-04-06,Zell,--,DEU,DEU,75,205,2019,1,6,20212022,N,82,9,33,42
